MovieID,Mean
0000001,3.749542961608775
0000002,3.5586206896551724
0000003,3.6411530815109345
0000004,2.73943661971831
0000005,3.9192982456140353
0000006,3.084396467124632
0000007,2.129032258064516
0000008,3.1898054996646548
0000009,2.6210526315789475
0000010,3.180722891566265
0000011,3.0303030303030303
0000012,3.4175824175824174
0000013,4.552
0000014,3.0254237288135593
0000015,3.286206896551724
0000016,3.0985550203779177
0000017,2.90320765334834
0000018,3.7843685879500093
0000019,3.324675324675325
0000020,3.146551724137931
0000021,3.463302752293578
0000022,2.2463054187192117
0000023,3.55609756097561
0000024,2.9939984996249063
0000025,3.9701739850869924
0000026,2.7937212079849854
0000027,3.5274725274725274
0000028,3.823254175890521
0000029,3.598470363288719
0000030,3.7618420274800908
0000031,3.0542986425339365
0000032,4.071736785329018
0000033,4.168650217706822
0000034,2.712962962962963
0000035,3.1454112038140645
0000036,3.020234291799787
0000037,3.9893238434163703
0000038,2.0511221945137157
0000039,2.4361702127659575
0000040,2.920570264765784
0000041,1.6344086021505377
0000042,2.328125
0000043,2.5714285714285716
0000044,3.6840371720974003
0000045,2.9686903398243603
0000046,3.8064958828911255
0000047,3.266382978723404
0000048,3.7109440267335003
0000049,3.6666666666666665
0000050,3.027439024390244
0000051,3.566666666666667
0000052,3.7571400816009324
0000053,1.6754385964912282
0000054,2.9874213836477987
0000055,3.024522028262677
0000056,3.6486633933442443
0000057,3.6785513756316677
0000058,3.6120080436656132
0000059,2.7892156862745097
0000060,2.1491525423728812
0000061,2.9523809523809526
0000062,3.6241379310344826
0000063,3.25
0000064,2.4210526315789473
0000065,2.3294573643410854
0000066,2.2951807228915664
0000067,2.557093425605536
0000068,4.14259927797834
0000069,3.293103448275862
0000070,2.7317784256559765
0000071,3.7700192184497117
0000072,3.1452513966480447
0000073,3.891566265060241
0000074,3.185567010309278
0000075,2.5707762557077625
0000076,4.090385917400136
0000077,2.852772466539197
0000078,2.9416494845360823
0000079,3.765381218722402
0000080,2.7992700729927007
0000081,3.4395516413130505
0000082,3.042016806722689
0000083,3.729331339457381
0000084,3.2212936046511627
0000085,4.2518796992481205
0000086,1.9545454545454546
0000087,2.8119658119658117
0000088,3.8353783231083844
0000089,2.6913439635535306
0000090,3.496
0000091,3.8959435626102294
0000092,3.5652173913043477
0000093,2.689655172413793
0000094,3.6842105263157894
0000095,2.5828877005347595
0000096,3.3688524590163933
0000097,3.87182829336114
0000098,3.9153846153846152
0000099,2.4206349206349205
0000100,2.6538461538461537
0000101,3.3727272727272726
0000102,2.7363636363636363
0000103,3.6555023923444976
0000104,3.6977142857142855
0000105,3.1302083333333335
0000106,4.097872340425532
0000107,3.3522316043425815
0000108,3.167315175097276
0000109,2.677064220183486
0000110,3.0338119499768412
0000111,3.0828824642347397
0000112,3.00418410041841
0000113,3.8851399856424984
0000114,3.366822429906542
0000115,3.539039039039039
0000116,3.539076376554174
0000117,3.46177370030581
0000118,3.432952182952183
0000119,2.6979166666666665
0000120,2.424778761061947
0000121,3.6161616161616164
0000122,2.911886457717327
0000123,2.8333333333333335
0000124,2.2662721893491122
0000125,3.3707345286292654
0000126,3.201858108108108
0000127,2.630391506303915
0000128,3.2158273381294964
0000129,2.1481481481481484
0000130,2.2325581395348837
0000131,2.6950354609929077
0000132,3.0746987951807228
0000133,3.737807257120562
0000134,2.1313131313131315
0000135,4.138020833333333
0000136,2.975
0000137,2.392156862745098
0000138,3.9422340602630266
0000139,2.5104166666666665
0000140,2.5294117647058822
0000141,2.9761904761904763
0000142,2.8098159509202456
0000143,3.853031645899588
0000144,3.2006920415224913
0000145,3.074725274725275
0000146,2.420765027322404
0000147,2.16793893129771
0000148,3.304947283049473
0000149,3.0161290322580645
0000150,2.883018867924528
0000151,1.9545454545454546
0000152,3.9340755293604017
0000153,2.7476635514018692
0000154,2.9430379746835444
0000155,3.5969387755102042
0000156,3.495170558748013
0000157,3.3787234042553194
0000158,2.657754010695187
0000159,3.932926829268293
0000160,3.007786429365962
0000161,3.8536209553158707
0000162,2.959915611814346
0000163,2.378238341968912
0000164,2.6273006134969323
0000165,3.9169572798605055
0000166,3.556332803391627
0000167,4.0922303573379954
0000168,3.242424242424242
0000169,3.388059701492537
0000170,3.181395348837209
0000171,3.7424878836833604
0000172,3.127329192546584
0000173,3.538908765652952
0000174,3.319371727748691
0000175,4.003847429519071
0000176,3.2666666666666666
0000177,2.680497925311203
0000178,3.372863801139306
0000179,2.458041958041958
0000180,3.833746898263027
0000181,2.6000562113546937
0000182,3.0811965811965814
0000183,3.0122699386503067
